video_id,title,channel_title,content_category,publish_country,published_day_of_week,views,likes,dislikes,comment_count,age_group,locality,platform
cpxwX6KvWbQ,Ask The Riverdale Cast | Are You And Lili Reinhart Dating?,Riverdale,people & blogs,us,monday,474954,14272,193,975,25-34,Anna Nagar,youtube
t1shnJT8NCY,"We Can All Do Better Than Roy Moore | November 15, 2017 Act 1 | Full Frontal on TBS",Full Frontal with Samantha Bee,people & blogs,us,thursday,581091,7318,2514,1877,50+,Adyar,youtube
VTVQUw1SJ2U,Weitsprung: Alyn Camara im T-Rex KostÃ¼m | Teil 2 | Beginner gegen Gewinner | ProSieben,Circus HalliGalli,entertainment,us,thursday,210103,1510,148,189,18-24,T Nagar,youtube
aMQbRpxgFvs,Smartphone Awards 2017!,Marques Brownlee,science & technology,us,wednesday,1964132,106602,3602,16197,25-34,OMR,youtube
BspHjvU11y4,Kelly Clarkson - Meaning of Life [Official Video],Kelly Clarkson,music,us,sunday,1161335,39404,856,2292,25-34,Anna Nagar,youtube
42ZE4DCJkEo,"125 Cupcake Challenge (12,083 Calories)",Matt Stonie,entertainment,us,tuesday,1475948,48187,1128,8047,13-17,Porur,youtube
FPXXy-rGq-M,Ronaldo knocks out Juventus with last minute penalty kick | 2017-18 UEFA Champions League Highlights,FOX Soccer,sports,us,wednesday,1249972,8399,2157,3977,25-34,Porur,youtube
tIYJcjhINqA,Potatoes - You Suck at Cooking (episode 74),You Suck At Cooking,howto & style,us,sunday,768399,34749,1714,6163,18-24,Anna Nagar,youtube
fEjag-a7TyU,Georgia Dome Implosion  - TWC Camera Man Losing It LIVE,Duston Ward,sports,us,monday,1222591,10700,558,740,50+,Porur,youtube
BEcs3TL8DII,LeBron James is 'obviously' the NBA MVP this season | First Take | ESPN,ESPN,sports,us,wednesday,266456,2357,495,1816,18-24,Nungambakkam,youtube
oSEeK9yDNQI,Clash Royale: Meet the Rascals! (New Card!),Clash Royale,gaming,us,thursday,14929908,266972,23944,20330,18-24,Tambaram,youtube
xvmTr6S00Aw,MY PARENTS DO MY MAKEUP,James Charles,entertainment,us,tuesday,2442814,213524,4044,29209,13-17,Tambaram,youtube
WF82ABLw8s4,Gabby Barrett Sings I Have Nothing by Whitney Houston - Top 5 - American Idol 2018 on ABC,American Idol,entertainment,us,monday,1273975,16954,2329,2538,50+,Anna Nagar,youtube
8ENIIcMmeD0,â™¡ VALENTINES DAY HEART FRECKLES MAKEUP TUTORIAL â™¡,Nikita Dragun,howto & style,us,tuesday,515855,35610,568,1986,25-34,Adyar,youtube
b_lULj6v804,"Benches clear twice between Yankees, Red Sox",MLB,sports,us,thursday,1353159,8988,545,4522,25-34,T Nagar,youtube
q8kLoRnzgLQ,50 AMAZING Facts to Blow Your Mind! #94,MatthewSantoro,education,us,wednesday,513045,14127,837,1229,13-17,T Nagar,youtube
DMKcO-T5Y4o,"G-Force, Jerk, and Passing Out In A Centrifuge",Tom Scott,education,us,monday,780720,22901,325,1761,25-34,Nungambakkam,youtube
QaASZecxQww,[HD] Julia Roberts Interview On Today Show 11/16/2017,NARLtv,entertainment,us,thursday,3699,19,3,1,18-24,Anna Nagar,youtube
Ux7f_eqeLYw,At YouTube In New York!! | Vlogmas No.5 | Lucy Moon,Lucy Moon,people & blogs,us,wednesday,28758,1903,25,91,50+,OMR,youtube
0-7wMD5ISIs,ABANDONED MALL TURNED INTO WINTER WONDERLAND,CaseyNeistat,people & blogs,us,monday,6588744,229931,13443,15220,18-24,Tambaram,youtube
cON3fiEm3Lc,We Tried The 2017 Victoria's Secret Model Diet For A Week,Michelle Khare,entertainment,us,sunday,173971,5855,277,366,13-17,Porur,youtube
CwKp6Xhy3_4,Chris Young - Hangin' On,ChrisYoungVEVO,music,us,monday,272987,4091,358,261,13-17,Nungambakkam,youtube
rAH8qm5oQHg,Town Hall 12 Update is Here! (Clash of Clans Official),Clash of Clans,gaming,us,monday,6173038,90478,3877,7726,18-24,Anna Nagar,youtube
4oqvNR1o3Zo,24 HOUR BOX FORT PRISON ESCAPE ROOM!! ðŸ“¦ðŸš” Digging A Secret UNDERGROUND Tunnel,Papa Jake,entertainment,us,sunday,1823112,28750,4557,3561,18-24,T Nagar,youtube
Hh-YcWJTt7Y,10 Surprising Things That Exist Inside Black Holes,MatthewSantoro,entertainment,us,sunday,572367,15148,2818,3210,13-17,Velachery,youtube
phXTecbj6NI,Hollywood Medium Connects Me With My Late Mom (360 VR) | Gigi Gorgeous,Gigi Gorgeous,howto & style,us,wednesday,224273,5789,633,552,35-50,T Nagar,youtube
IC_lnyn2R2Q,THE 15:17 TO PARIS - Official Trailer [HD],Warner Bros. Pictures,entertainment,us,wednesday,385422,5156,259,494,18-24,T Nagar,youtube
7Tivcf-zIOU,"Lin-Manuel Miranda, Ben Platt Perform At March For Our Lives",CBS Miami,news & politics,us,saturday,390549,18893,2891,2128,25-34,Velachery,youtube
jr9QtXwC9vc,The Greatest Showman | Official Trailer 2 [HD] | 20th Century FOX,20th Century Fox,film & animation,us,monday,2671756,12699,505,1010,25-34,Tambaram,youtube
QBL8IRJ5yHU,Why I'm So Scared (being myself and crying too much),grav3yardgirl,howto & style,us,monday,3768814,304874,13400,52588,25-34,Adyar,youtube
i_nLsG_asQg,Blake Shelton - I Lived It (Official Music Video),Blake Shelton,music,us,friday,1684816,25396,1271,1479,18-24,Anna Nagar,youtube
eHIY3HNNqzM,The Script - Arms Open (Acoustic) [Audio],TheScriptVEVO,music,us,friday,135337,7158,89,318,13-17,OMR,youtube
_6uvQtccJss,BLACK FRIDAY HAUL 2017 + TRY ON | Bethany Mota,Bethany Mota,howto & style,us,saturday,987801,63319,938,43678,18-24,Anna Nagar,youtube
hQW_9ws8OhA,10 of the Most GIANT Products that Actually Work!,Matthias,comedy,us,friday,3494556,69809,5641,22208,35-50,T Nagar,youtube
enqFulGwFYY,Tomb Raider - Official Trailer #2 - Warner Bros. UK,Warner Bros. UK,film & animation,us,thursday,159782,2377,466,423,50+,Tambaram,youtube
OgcqNuWfFFA,Goodbye Beme,Jake Roper,people & blogs,us,sunday,201401,6913,248,519,25-34,OMR,youtube
2nSXgn68gPQ,Samsung's Galaxy S9 event: Watch CNET's live coverage here,CNET,science & technology,us,sunday,117164,1261,201,78,18-24,Tambaram,youtube
dQLlS4l1UJk,Galantis & Throttle - Tell Me You Love Me (Official Music Video),Galantis,music,us,tuesday,298330,16243,226,898,25-34,T Nagar,youtube
2XQft9iwSqg,SING ANYTHING CHALLENGE,Cimorelli,music,us,saturday,198199,14821,118,2142,18-24,Tambaram,youtube
aD5dCMBeySA,Wild Turkey Bourbon & Matthew McConaughey Give Back for Thanksgiving,WildTurkeyBourbon,people & blogs,us,monday,140005,1518,57,240,13-17,Adyar,youtube
K4STcvndzbE,Christmas Inheritance | Official Trailer [HD] | Netflix,Netflix,entertainment,us,wednesday,31939,989,94,140,13-17,Adyar,youtube
nVrkQyLS4oE,90's Toy Mystery Box (ft. Joe Sugg),Tyler Oakley,entertainment,us,tuesday,373314,27724,356,1487,25-34,OMR,youtube
QmAbpXRNuYA,Introducing Lux Lipstick,colourpopcosmetics,people & blogs,us,saturday,78957,3212,36,356,35-50,Porur,youtube
rf3iHqE240I,Where babies in movies come from,Vox,news & politics,us,wednesday,512885,17500,356,984,13-17,Adyar,youtube
G7yP4-ofcFQ,Detective Bittenbinder Takes Issue with John Mulaney's Standup,The Late Late Show with James Corden,entertainment,us,tuesday,506930,8380,118,283,18-24,Adyar,youtube
LeWtF5y9-6Q,Old Movies Used To Just Shoot Real Bullets At People,Cracked,comedy,us,tuesday,434727,10366,313,814,18-24,Nungambakkam,youtube
eACohWVwTOc,The Chainsmokers - Sick Boy,ChainsmokersVEVO,music,us,wednesday,3391363,216581,8359,16883,25-34,Tambaram,youtube
FHZktpgVW7w,Can Porcupine Quills Puncture an iPhone X?,TechRax,entertainment,us,friday,861052,29388,2513,3537,13-17,Velachery,youtube
RQm0nKoODo4,Take On Me in 20 Styles ft. Seth Everman,Ten Second Songs,music,us,monday,886124,67178,589,5492,13-17,OMR,youtube
M0kcLjxoYS8,ON THE SPOT IMPRESSIONS 3,ThatcherJoe,comedy,us,sunday,1466725,97798,1410,6910,25-34,Velachery,youtube
li5fmOV33hE,Best in Show Ceremony | WESTMINSTER DOG SHOW (2018) | FOX SPORTS,FOX Sports,sports,us,wednesday,90051,546,70,168,18-24,Anna Nagar,youtube
NNeJR14kgTY,Android P first look,The Verge,science & technology,us,thursday,941271,15566,1339,4104,25-34,Adyar,youtube
5bJ_gb19pKQ,Honest Trailers - Thor: Ragnarok,Screen Junkies,film & animation,us,tuesday,3191887,86426,2464,9432,18-24,Porur,youtube
3g5O-kT9m8k,$1000 Survival Kit in a Case,CrazyRussianHacker,science & technology,us,sunday,1487628,58666,1622,4819,13-17,Porur,youtube
s3tz_mNg6NQ,"Jennifer Lopez - Dinero (Audio) ft. DJ Khaled, Cardi B",JenniferLopezVEVO,music,us,thursday,3156530,77823,5763,5504,18-24,Anna Nagar,youtube
2SJ0hgdciNE,Marshmello x Juicy J - You Can Cry (Ft. James Arthur) (Official Video),Marshmello,music,us,wednesday,4431154,204856,5508,11219,25-34,Adyar,youtube
hwQSOGrBYcI,"Liam Payne, Calvin Harris & MORE Celebs React To Avicii's TRAGIC Death",Clevver News,news & politics,us,friday,385646,8128,255,1112,50+,Anna Nagar,youtube
dzxFdtWmjto,VENOM - Official Teaser Trailer (HD),Sony Pictures Entertainment,entertainment,us,thursday,8694299,170484,20494,30067,25-34,Nungambakkam,youtube
nzO5ViO_y8Y,How Do Kids and Artists See While Drawing? | Eye Tracking,Function,science & technology,us,wednesday,22176,504,7,30,18-24,Nungambakkam,youtube
OUBx_raReDw,Amanda Nunes vs Raquel Pennington | HIGHLIGHTS | UFC 224,UFC ON FOX,sports,us,sunday,870781,3060,746,1345,25-34,OMR,youtube
ZYXIAzqOgoY,TARTE COSMETICS SHAPE TAPE FOUNDATION REVIEW,Nicol Concilio,howto & style,us,tuesday,291574,14588,528,2233,18-24,Tambaram,youtube
YFHHGETsxkE,"PAPERS, PLEASE - The Short Film (2018) 4K SUBS",ÐÐ¸ÐºÐ¸Ñ‚Ð° ÐžÑ€Ð´Ñ‹Ð½ÑÐºÐ¸Ð¹,film & animation,us,saturday,835384,76638,673,4822,18-24,OMR,youtube
HbNYuOTaYFs,I Bought The $80 Starbucks Mug...,Dave Lee,science & technology,us,wednesday,340926,12796,768,1387,35-50,Adyar,youtube
LUuJl490BL0,Justin Timberlake covers Prince at Super Bowl half-time show,Guardian News,news & politics,us,monday,208678,931,279,321,13-17,T Nagar,youtube
1Nu_oGucpDI,AURORA - Queendom (Official Audio),iamAURORAVEVO,music,us,monday,361251,38619,367,3799,13-17,Velachery,youtube
h_O8ZvB3uEk,I'm in a Sorority? | Lele Pons,Lele Pons,comedy,us,friday,7177410,214912,28023,14507,18-24,OMR,youtube
nRafaCcfrcI,73 Questions With Liza Koshy | Vogue,Vogue,entertainment,us,thursday,4716036,395289,3925,19741,13-17,OMR,youtube
jlmNwjdYVnk,Boy Sings Out in Walmart || ViralHog,ViralHog,music,us,monday,2051675,34516,2380,6514,13-17,Velachery,youtube
1purAy2MsOc,22 Years of Life Milestone,TheOdd2sOut,comedy,us,monday,976989,87452,720,25319,18-24,Nungambakkam,youtube
-35jibKqbEo,Kygo - Stranger Things ft. OneRepublic (Alan Walker Remix),Alan Walker,music,us,wednesday,2425578,129381,1522,8757,18-24,T Nagar,youtube
5xrks9k3feQ,Attn: Michelle Bolen!  My TLC Special is airing Jan 3rd 10/9c âœŒðŸ¼â¤ï¸ðŸ’¥,Dr. Sandra Lee (aka Dr. Pimple Popper),education,us,tuesday,151305,2647,147,432,35-50,Adyar,youtube
EFwa5Owp0-k,Not Everyone Should Code,PolyMatter,education,us,friday,456927,19022,1429,2114,35-50,OMR,youtube
#NAME?,Full Face TESTING BEAUTY GURUS Makeup FAVORITES! WORTH it or TOSS it?!,Sylvia Gani,howto & style,us,monday,526328,20042,410,2272,18-24,OMR,youtube
fNVUTgd4pio,Sugarland - Babe (Static Video) ft. Taylor Swift,SugarlandVEVO,music,us,friday,2592460,57399,2189,4197,18-24,OMR,youtube
PV_GHHXy7Po,Joey Graceffa's Enchanted Gaming Room Makeover! | OMG We're Coming Over,Mr. Kate,howto & style,us,thursday,1116194,62929,550,5298,18-24,Anna Nagar,youtube
6kLYXbNZWRs,Meet Teen Vogue's 2017 21 Under 21 | Teen Vogue,Teen Vogue,nonprofits & activism,us,friday,16948,1248,17,46,25-34,T Nagar,youtube
WhJIUtMK1tU,The Rockâ€™s Make a Wish Surprise,The Rock,entertainment,us,friday,125300,6077,82,551,18-24,OMR,youtube
XXXqaYls50o,Riverdale | Chapter Twenty-Three: The Blackboard Jungle Trailer | The CW,The CW Television Network,entertainment,us,thursday,112385,1497,10,212,25-34,Adyar,youtube
FwENtwtY0EI,MASSIVE Bowl of Fruity Pebbles!! (Challenge),Matt Stonie,entertainment,us,friday,3269142,70288,7314,11058,18-24,T Nagar,youtube
XXRBLyQQ78A,Only Slightly Exaggerated | Travel Oregon,oregon,travel & events,us,monday,794993,30899,387,3179,25-34,OMR,youtube
fAIX12F6958,Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures,Paramount Pictures,film & animation,us,tuesday,19379243,225272,16163,45526,25-34,Velachery,youtube
9m9oO84Q2fk,Giant Darts Battle | Dude Perfect,Dude Perfect,sports,us,monday,14450267,386569,9268,27023,18-24,OMR,youtube
LxoGNkLpgZk,Iggy Azalea - Savior (Lyric Video) ft. Quavo,iggyazaleamusicVEVO,music,us,friday,2547353,104730,9338,11787,35-50,Tambaram,youtube
dn4CKtiwxSA,Bonus Scenes: LA Rams Push Kevin to the Limit | Kevin Hart: What The Fit | Laugh Out Loud Network,LOL Network,comedy,us,monday,561634,8637,234,200,25-34,T Nagar,youtube
de7GaRwrr8Q,Scars of the Secret War,Chris Hadfield's Rare Earth,education,us,saturday,56424,2830,87,355,18-24,T Nagar,youtube
8h--kFui1JA,Sam Smith - Pray (Official Video) ft. Logic,SamSmithWorldVEVO,music,us,wednesday,20170806,355237,9182,12347,35-50,Tambaram,youtube
DVAMKnfrQBk,Aly Raisman On Dr. Larry Nassarâ€™s Medical Treatment: I Didnâ€™t Know It Was Abuse | Megyn Kelly TODAY,TODAY,news & politics,us,monday,111077,567,38,102,25-34,Adyar,youtube
HgjVWV0Uw3M,Did Solo: A Star Wars Story Trailer Win Over Fans? - Movie Talk,ColliderVideos,entertainment,us,monday,88867,2544,271,1621,35-50,OMR,youtube
l2P2qbr-_Ps,Childish Gambino: This Is America (Live) - SNL,Saturday Night Live,entertainment,us,monday,2596861,59024,3141,5265,25-34,Tambaram,youtube
TSiwIl_aLT8,Normani Kordei of Fifth Harmony Channels Destiny's Child for Bootylicious | Lip Sync Battle,Lip Sync Battle,entertainment,us,monday,71146,2160,72,260,18-24,Tambaram,youtube
YiSsAjNtsFc,Checking Out the New McDonaldâ€™s Dollar Menu,TheReportOfTheWeek,entertainment,us,saturday,523207,16261,1344,3898,13-17,Nungambakkam,youtube
zLuhCfBqf5U,Coconut Macaroons - You Suck at Cooking (episode 76),You Suck At Cooking,howto & style,us,wednesday,595962,32891,474,2136,18-24,Adyar,youtube
dQjTQFRZsD4,Vance Joy - Call If You Need Me [Official Video],Vance Joy,music,us,sunday,308157,15440,131,533,18-24,Velachery,youtube
7HGCE6-LMBg,Ari's Birthday! (again),Jaiden Animations,film & animation,us,sunday,2997225,228303,777,46626,25-34,Velachery,youtube
lEltmPagx6M,DEMI LOVATO - YOU DON'T DO IT FOR ME ANYMORE (FLASHBACK),James Charles,entertainment,us,friday,846124,64794,1237,5772,18-24,T Nagar,youtube
dwEKqAwoz0Y,"Take Sam to Church | December 20, 2017 Act 3 | Full Frontal on TBS",Full Frontal with Samantha Bee,people & blogs,us,thursday,490416,7122,1873,988,18-24,Adyar,youtube
SXkxheJ1dQ0,MY LIVING ROOM TOUR! | HOME TOUR SERIES,Carli Bybel,howto & style,us,monday,991403,38106,1813,2923,35-50,Anna Nagar,youtube
uI5_G-Hiu8U,Meeting Mommy,Wong Fu Productions,entertainment,us,wednesday,173401,14192,100,1430,50+,Porur,youtube
nT39kZDAx_s,Hearty Pizza Dip - Retro Recipe Review - brutalfoods,brutalmoose,entertainment,us,monday,211247,11937,276,2785,18-24,Adyar,youtube
PGRcxXLfWrM,SCUBA DIVING IN POND FOR TREASURE!! (I FOUND IT!),Carter Sharer,entertainment,us,sunday,2491551,56580,11829,10408,13-17,Adyar,youtube
8RsDxpyUa_U,I Lived Off Of $2 A Day (and this is what happened),Luke Korns,comedy,us,saturday,779047,36257,1517,2780,18-24,Velachery,youtube
5_O5bT3hfkQ,Why Is Caviar So Expensive?,Tech Insider,science & technology,us,thursday,517464,7679,231,814,13-17,T Nagar,youtube
5AGyFelwyk4,LaVar Ball gets real during interview with ESPN before LiAngelo and LaMelo's first game | ESPN,ESPN,sports,us,friday,706629,13409,584,2647,50+,T Nagar,youtube
hv3jeGUv9fY,"Obsidian with a 60,000 PSI Waterjet - Obsidian Cube Minecraft IRL",Waterjet Channel,science & technology,us,saturday,1705018,20965,871,2414,18-24,Velachery,youtube
Yiq8YjQC6Rw,Density Ball,DONG,entertainment,us,tuesday,931131,36506,651,3310,18-24,T Nagar,youtube
K9kVsnTQh-g,washing dishes by hand is better than using a dishwasher,paul wheaton,science & technology,us,tuesday,73838,261,55,96,18-24,Adyar,youtube
66kn6Dcr12E,Taylor Swift's reputation Stadium Tour - Trailer,Taylor Swift,music,us,wednesday,211390,23115,406,1789,18-24,Porur,youtube
#NAME?,All Sports Golf Battle 2 | Dude Perfect,Dude Perfect,sports,us,monday,13250970,349766,7437,26489,25-34,Porur,youtube
cSFfxxVYpxk,BEAUTY ROOM TOUR ... (REAL AF),Tati,howto & style,us,monday,1116848,67880,1774,10462,35-50,OMR,youtube
Ps7GzIV2KP0,Which Animal Is The Smartest?,Life Noggin,education,us,monday,511042,13745,587,3024,18-24,Anna Nagar,youtube
1XY8dPnIORc,Honest Trailers - Honest Trailers (Written by a Robot),Screen Junkies,film & animation,us,tuesday,1116796,34091,4683,5485,13-17,Porur,youtube
tlILlcCE8Sc,"The Chainsmokers, Drew Love - Somebody (Official Video)",ChainsmokersVEVO,music,us,friday,13173489,317907,5713,8982,13-17,Porur,youtube
dwvVhnQTfDk,My friend sent me this video of a bison in his car with no context,notnotryan,comedy,us,friday,2114116,42512,2019,3714,35-50,T Nagar,youtube
4BiWtH0HywY,Funniest Local Commercial With Kirk Cousins & Fake Donald Trump,"Cyprus Air Heating, Cooling and Fireplaces",people & blogs,us,sunday,363528,1535,402,313,50+,OMR,youtube
OylDdm-6ZH0,I TRIED FOLLOWING A SIMPLY NAILOGICAL MAKEUP TUTORIAL... WOW!,NikkieTutorials,howto & style,us,saturday,2037493,148756,2684,8164,25-34,Anna Nagar,youtube
vCWrArYJntc,Kip Moore - Last Shot,KipMooreVEVO,music,us,tuesday,178408,3122,216,138,25-34,Tambaram,youtube
1oFQ76ctfS0,"When it's 5 a.m. at an Irish Wedding - Ho, Ro, the rattlin' Bog",Max Skipper,people & blogs,us,friday,319604,8026,173,697,35-50,Nungambakkam,youtube
JyG5hdbQpDM,FILMING A VIDEO FOR KIM KARDASHIAN'S APP!,Amber Scholl,howto & style,us,saturday,918641,55790,1762,4579,18-24,T Nagar,youtube
ssk48FCVolk,Drop the Mic: Seth Rogen vs Joseph Gordon-Levitt - FULL BATTLE | TBS,TBS,entertainment,us,monday,1189697,16575,348,800,35-50,Porur,youtube
5mar5AHglGI,These Things Happened (Artist Spotlight Story) - G-Eazy,G-Eazy,entertainment,us,tuesday,395238,25811,352,1475,18-24,OMR,youtube
jWkOwC7vMb4,â€œBondingâ€ with Grandma,itsAlexClark,film & animation,us,wednesday,975698,47482,870,5452,18-24,Nungambakkam,youtube
6Km34EXxGZ4,I React to Mean Comments,TheReportOfTheWeek,entertainment,us,sunday,1857154,103235,3448,24469,18-24,Velachery,youtube
3UoKswz6OQc,(SPOILERS) Mid-Season Finale Talked About Scene | The Walking Dead,amc,entertainment,us,monday,484939,5458,1016,4701,13-17,Tambaram,youtube
36DAv_m8Mlw,MNEK - Colour (Lyric Video) ft. Hailee Steinfeld,MNEKVEVO,music,us,friday,869724,30262,540,1214,13-17,T Nagar,youtube
v0e9MS26QmA,Brad Makes Whole Hog BBQ with Rodney Scott | It's Alive | Bon AppÃ©tit,Bon AppÃ©tit,entertainment,us,monday,690945,22152,648,2197,25-34,Anna Nagar,youtube
7_FJUSBFbJM,Game of Zones - Game of Zones - S5:E1: 'A Golden Summer',Bleacher Report,entertainment,us,thursday,1400041,32815,470,2181,13-17,T Nagar,youtube
sun1x0ANt-Y,BBC reporter mobbed by lemurs - BBC News,BBC News,pets & animals,us,monday,1032668,9130,331,780,25-34,Nungambakkam,youtube
dzxFdtWmjto,VENOM - Official Teaser Trailer (HD),Sony Pictures Entertainment,entertainment,us,thursday,13367992,201815,23806,31973,18-24,Tambaram,youtube
yF_EbNjQq3E,Melissa Benoist Sings Running Home To You | Crisis On Earth X | Supergirl S3x8,legofreedom1,music,us,tuesday,20020,486,2,67,18-24,Porur,youtube
tG4Fbj1B1bY,A Christmas Prince | Official Trailer [HD] | Netflix,Netflix,entertainment,us,friday,128002,1939,253,266,18-24,Nungambakkam,youtube
EP5ExDvQ3p4,Avengers 4: Who Will Die? - Movie Talk,ColliderVideos,entertainment,us,tuesday,76956,2269,108,736,18-24,T Nagar,youtube
au8QGTiPhEw,Azealia Banks - Anna Wintour,AzealiaBanksVEVO,music,us,thursday,1797215,79345,10515,14311,25-34,Velachery,youtube
ZsN1V9Hjfvg,Margot Robbie: How Hollywood's Horrible Situation Brings Actresses Together | Close Up With THR,The Hollywood Reporter,entertainment,us,friday,97637,1059,81,147,18-24,T Nagar,youtube
TX0UsGn0GPc,Mini Wedding Cake for Valentine's Day Teeny Weeny Challenge #4,How To Cook That,film & animation,us,friday,133877,5708,112,1261,25-34,Anna Nagar,youtube
9brhgq2OmXw,Telephone Slipper Prank || ViralHog,ViralHog,people & blogs,us,thursday,8021,65,5,7,25-34,Anna Nagar,youtube
08l0K3UyUXE,Rihanna Claps Back at Snapchat for Domestic Violence Ad Featuring Chris Brown,Inside Edition,news & politics,us,thursday,584249,4220,772,1167,35-50,Velachery,youtube
aTYkKrhj5pE,Royal Wedding arrivals: Guests gather to celebrate Prince Harry and Meghan Markle,ABC News,news & politics,us,saturday,898748,2841,577,1231,50+,Anna Nagar,youtube
8O_MwlZ2dEg,j-hope 'Airplane' MV,ibighit,music,us,tuesday,5275672,1401915,6268,158127,25-34,T Nagar,youtube
p1jllz43xZE,Ellie Kemper and Mindy Kaling Reminisce About The Office,Late Night with Seth Meyers,comedy,us,friday,639626,6122,470,496,18-24,T Nagar,youtube
