post_id,post_date,platform,hashtag,content_type,region,views,likes,shares,comments,engagement_level,age_group,locality
Post_1376,2023-06-07,instagram,fashion,live stream,germany,323411,56058,33031,39409,high,35-50,Anna Nagar
Post_1377,2022-07-29,youtube,education,reel,germany,1690683,485592,49331,19554,high,25-34,T Nagar
Post_1378,2022-07-11,tiktok,music,reel,canada,4125312,360231,50867,10401,medium,18-24,Porur
Post_1379,2023-10-20,instagram,education,reel,india,3262393,454181,90442,5100,low,18-24,Adyar
Post_1380,2022-04-19,tiktok,fitness,shorts,brazil,1323089,321120,43717,31601,high,25-34,OMR
Post_1381,2023-05-28,youtube,fitness,reel,germany,4993673,462012,14851,39245,low,18-24,Porur
Post_1382,2022-08-29,youtube,gaming,shorts,usa,1871397,491635,26412,40281,high,18-24,Anna Nagar
Post_1383,2022-03-30,twitter,music,live stream,germany,1091382,169871,69296,28132,medium,50+,OMR
Post_1384,2022-11-01,instagram,gaming,tweet,brazil,3717231,417599,10888,30642,low,18-24,T Nagar
Post_1385,2023-02-20,twitter,challenge,shorts,uk,3351844,109560,72783,24165,high,35-50,T Nagar
Post_1386,2022-10-04,youtube,education,post,usa,1088400,219478,50960,9544,low,18-24,Tambaram
Post_1387,2023-08-14,tiktok,music,tweet,uk,1068851,486900,57469,18804,low,25-34,Tambaram
Post_1388,2022-12-05,youtube,tech,shorts,brazil,4256215,226028,42182,44655,low,18-24,Velachery
Post_1389,2023-05-10,twitter,education,post,canada,2875825,267989,33779,31998,high,50+,Velachery
Post_1390,2022-06-24,youtube,tech,tweet,germany,1064061,290505,80733,47868,low,25-34,Adyar
Post_1391,2022-07-12,tiktok,fitness,reel,canada,3806689,20540,47457,9403,high,18-24,T Nagar
Post_1392,2022-03-01,twitter,gaming,post,japan,4581334,82540,38617,2955,high,18-24,Anna Nagar
Post_1393,2022-12-30,tiktok,challenge,shorts,india,1122575,36002,75771,49277,medium,18-24,Anna Nagar
Post_1394,2023-06-23,tiktok,gaming,video,uk,3589440,232704,14507,29927,high,18-24,Anna Nagar
Post_1395,2022-05-07,twitter,viral,post,canada,3436501,353078,6086,47414,medium,25-34,Tambaram
Post_1396,2023-02-16,youtube,education,live stream,australia,4946463,445158,72002,36183,low,35-50,Anna Nagar
Post_1397,2022-06-20,twitter,challenge,reel,usa,1687923,409229,27714,13106,medium,25-34,T Nagar
Post_1398,2023-01-09,tiktok,dance,live stream,brazil,924656,154970,2083,31448,high,18-24,Adyar
Post_1399,2023-11-10,youtube,gaming,shorts,usa,3630952,413617,89862,4384,medium,25-34,Porur
Post_1400,2023-01-11,instagram,comedy,live stream,australia,23823,40878,92816,32364,medium,25-34,Anna Nagar
Post_1401,2022-03-11,twitter,tech,video,germany,3270361,115776,61334,8923,low,18-24,T Nagar
Post_1402,2022-01-16,tiktok,fitness,video,uk,534126,87051,54840,1455,medium,18-24,Velachery
Post_1403,2023-06-05,tiktok,comedy,video,germany,4126231,268495,57440,8547,medium,13-17,OMR
Post_1404,2023-07-29,youtube,tech,tweet,india,4883178,104079,97157,25266,medium,35-50,Adyar
Post_1405,2022-09-20,instagram,music,post,uk,1749951,204875,35997,12109,low,25-34,Tambaram
Post_1406,2023-12-29,tiktok,comedy,video,japan,215435,384718,41860,11247,medium,18-24,Nungambakkam
Post_1407,2022-11-12,tiktok,dance,live stream,japan,1166376,489633,74135,5827,low,35-50,Tambaram
Post_1408,2022-02-13,instagram,gaming,post,uk,4096709,436110,99307,43672,medium,25-34,Adyar
Post_1409,2022-09-04,tiktok,gaming,reel,brazil,4482940,45442,17114,47200,high,25-34,Velachery
Post_1410,2023-03-28,instagram,fashion,tweet,uk,183630,124969,28636,6719,low,35-50,T Nagar
Post_1411,2023-12-01,instagram,fitness,shorts,canada,1270114,443977,12624,5006,medium,18-24,Nungambakkam
Post_1412,2023-05-25,youtube,viral,post,australia,3869946,95722,26834,29707,low,18-24,Velachery
Post_1413,2023-05-13,youtube,gaming,live stream,india,4596667,27747,18462,49929,medium,18-24,T Nagar
Post_1414,2023-09-19,instagram,dance,tweet,usa,1253544,142240,4875,24089,medium,13-17,OMR
Post_1415,2022-12-22,instagram,music,video,japan,1581916,469936,5231,20186,low,18-24,Anna Nagar
Post_1416,2023-05-08,youtube,challenge,tweet,usa,2572752,354527,52194,10554,low,50+,Adyar
Post_1417,2023-12-15,instagram,fitness,live stream,usa,1760362,304604,96372,32740,high,13-17,Adyar
Post_1418,2023-06-20,instagram,education,video,australia,2065185,429022,80506,34002,medium,13-17,Velachery
Post_1419,2022-06-27,twitter,dance,shorts,brazil,2321786,187199,28150,34043,high,25-34,Tambaram
Post_1420,2022-10-04,instagram,viral,post,india,1834220,276597,79599,22457,low,35-50,Anna Nagar
Post_1421,2022-05-28,youtube,fitness,video,india,3627837,118275,97590,15628,medium,18-24,Velachery
Post_1422,2022-09-01,twitter,dance,post,brazil,1869418,422698,91378,14943,high,25-34,Adyar
Post_1423,2023-07-30,youtube,dance,post,usa,3319990,492053,70509,850,medium,13-17,OMR
Post_1424,2022-10-10,instagram,music,tweet,germany,1401937,135014,42756,42886,high,13-17,Tambaram
Post_1425,2022-01-18,twitter,tech,shorts,brazil,3069341,152047,18783,29122,high,50+,Velachery
Post_1426,2022-08-27,youtube,education,reel,uk,4571329,49155,98931,27535,low,50+,OMR
Post_1427,2022-02-07,twitter,viral,live stream,uk,3533891,362421,44888,6152,low,13-17,T Nagar
Post_1428,2023-08-09,tiktok,education,reel,brazil,2967157,412876,73893,17235,low,50+,Nungambakkam
Post_1429,2023-06-02,twitter,fashion,post,germany,2307580,242509,24840,36605,medium,25-34,Velachery
Post_1430,2023-08-24,instagram,viral,live stream,uk,538315,258979,34138,31038,medium,35-50,OMR
Post_1431,2022-04-26,youtube,tech,reel,japan,2864531,281538,66575,25027,high,25-34,T Nagar
Post_1432,2023-09-25,youtube,gaming,tweet,brazil,4812846,282674,48887,13168,medium,25-34,Anna Nagar
Post_1433,2022-02-04,twitter,comedy,post,uk,4988430,387248,73957,36470,medium,25-34,Velachery
Post_1434,2022-01-16,tiktok,tech,post,uk,320458,417326,92430,12583,low,25-34,Porur
Post_1435,2023-11-23,tiktok,music,live stream,india,494177,74495,51341,20363,medium,13-17,Adyar
Post_1436,2022-11-24,tiktok,gaming,reel,australia,2263835,253167,92950,2373,high,13-17,Porur
Post_1437,2022-12-19,instagram,music,live stream,japan,2243545,436598,7615,11674,medium,18-24,Velachery
Post_1438,2022-06-29,instagram,education,reel,canada,1786017,418903,61845,42763,medium,25-34,Velachery
Post_1439,2023-11-24,tiktok,challenge,video,australia,2793453,52138,49038,10863,medium,18-24,T Nagar
Post_1440,2022-12-15,twitter,viral,tweet,usa,4561911,61464,87896,29370,low,35-50,Tambaram
Post_1441,2023-11-06,youtube,gaming,post,brazil,4608473,304395,4335,6543,high,50+,Anna Nagar
Post_1442,2022-10-01,tiktok,fitness,tweet,canada,2090020,106952,66241,31466,low,13-17,Porur
Post_1443,2022-12-26,tiktok,challenge,post,japan,2954922,83459,90758,11510,medium,25-34,Porur
Post_1444,2022-11-23,tiktok,comedy,reel,germany,2972779,83040,51880,28713,high,18-24,Nungambakkam
Post_1445,2023-09-11,youtube,challenge,tweet,usa,1149619,297330,86236,24425,low,35-50,Adyar
Post_1446,2022-12-02,tiktok,fitness,live stream,india,3654157,446765,960,10338,low,18-24,OMR
Post_1447,2022-05-02,twitter,dance,video,usa,237146,366143,43936,27510,medium,35-50,Tambaram
Post_1448,2023-05-21,twitter,challenge,video,brazil,4822497,93252,89723,22110,low,35-50,T Nagar
Post_1449,2022-10-19,instagram,comedy,post,japan,4059730,479772,15896,35015,medium,35-50,Adyar
Post_1450,2022-10-07,youtube,education,post,japan,1704415,111106,36968,11611,high,25-34,T Nagar
Post_1451,2022-08-12,tiktok,gaming,shorts,uk,1245862,162049,83886,27223,low,18-24,Velachery
Post_1452,2023-10-22,twitter,gaming,video,australia,536923,464158,44277,47080,low,25-34,T Nagar
Post_1453,2022-02-16,youtube,tech,post,brazil,540051,496755,33448,20685,medium,35-50,T Nagar
Post_1454,2023-05-18,youtube,tech,post,germany,2550618,270046,39624,31764,high,25-34,Velachery
Post_1455,2022-02-01,instagram,challenge,video,germany,3262707,322516,95255,21585,high,13-17,Velachery
Post_1456,2022-02-23,instagram,music,post,canada,3707557,238257,87810,32469,medium,35-50,OMR
Post_1457,2023-09-28,youtube,fitness,post,canada,3789717,314746,69878,17368,medium,25-34,T Nagar
Post_1458,2023-03-30,youtube,fitness,video,usa,1980686,27994,52403,25446,medium,25-34,Adyar
Post_1459,2023-05-19,tiktok,fashion,live stream,uk,2133430,479806,15065,12873,high,18-24,T Nagar
Post_1460,2023-01-18,tiktok,gaming,video,japan,3067711,211685,55025,91,high,25-34,Adyar
Post_1461,2023-06-11,tiktok,tech,live stream,india,2412395,496981,33360,46462,high,18-24,OMR
Post_1462,2022-05-25,instagram,dance,video,uk,712815,321009,10779,9754,low,25-34,Adyar
Post_1463,2022-08-29,twitter,education,tweet,uk,1582056,494486,84288,37093,medium,18-24,OMR
Post_1464,2022-03-28,instagram,education,tweet,japan,322957,396843,98493,11487,low,25-34,Anna Nagar
Post_1465,2022-10-16,youtube,fitness,shorts,india,4995243,198754,50261,36892,medium,50+,Tambaram
Post_1466,2022-01-18,tiktok,fashion,shorts,japan,3678890,73518,35146,5294,medium,13-17,Velachery
Post_1467,2022-05-17,instagram,fitness,shorts,canada,2249841,97823,18276,5221,high,50+,Velachery
Post_1468,2023-02-27,instagram,dance,shorts,australia,1684281,409446,92094,7598,high,18-24,OMR
Post_1469,2022-04-28,tiktok,music,reel,uk,1873057,21326,82659,29430,high,35-50,T Nagar
Post_1470,2023-12-23,youtube,gaming,post,australia,4400045,264695,92687,40287,low,35-50,OMR
Post_1471,2023-05-02,twitter,tech,video,germany,4295904,96005,37813,34742,high,25-34,Adyar
Post_1472,2022-05-13,tiktok,education,live stream,india,1325071,32968,51401,6451,high,25-34,Anna Nagar
Post_1473,2022-03-20,youtube,challenge,tweet,brazil,655188,203395,52047,33016,high,35-50,T Nagar
Post_1474,2023-05-21,twitter,education,reel,india,3918763,377071,94228,18967,low,25-34,T Nagar
Post_1475,2023-10-22,instagram,challenge,post,germany,990310,94516,53191,6975,medium,18-24,Porur
Post_1476,2023-04-28,twitter,challenge,live stream,india,239932,144696,32439,22126,low,35-50,OMR
Post_1477,2022-03-04,tiktok,viral,reel,india,1093638,160508,65534,14746,high,25-34,T Nagar
Post_1478,2022-12-21,instagram,viral,shorts,india,4459322,130429,41640,43576,high,25-34,Velachery
Post_1479,2022-11-10,instagram,comedy,post,brazil,4856239,463589,77615,15106,medium,25-34,Adyar
Post_1480,2023-07-25,twitter,dance,post,brazil,180256,229751,7248,44829,low,25-34,Tambaram
Post_1481,2022-04-01,tiktok,fitness,tweet,brazil,3716784,8333,58793,1796,low,25-34,T Nagar
Post_1482,2023-03-29,twitter,tech,post,uk,2121741,241186,76623,19400,medium,18-24,Anna Nagar
Post_1483,2023-10-08,twitter,comedy,post,india,1491502,426504,12495,12223,low,25-34,Porur
Post_1484,2022-12-12,tiktok,music,post,usa,863776,360210,45845,199,medium,13-17,T Nagar
Post_1485,2023-12-12,instagram,comedy,post,germany,671118,362241,15395,711,high,18-24,Anna Nagar
Post_1486,2022-08-14,twitter,fashion,reel,india,1732622,439661,38668,776,high,25-34,Nungambakkam
Post_1487,2023-02-26,youtube,fitness,post,australia,3944670,372509,62062,992,low,18-24,Adyar
Post_1488,2023-03-01,twitter,fitness,tweet,india,4833726,226063,96093,28087,medium,35-50,Anna Nagar
Post_1489,2022-05-11,youtube,music,post,india,1026032,380810,37630,25608,medium,18-24,T Nagar
Post_1490,2023-06-12,youtube,dance,shorts,brazil,4106517,307295,68183,5092,high,25-34,T Nagar
Post_1491,2022-06-01,youtube,tech,post,canada,2479066,402001,44542,16506,high,18-24,Anna Nagar
Post_1492,2023-10-15,twitter,challenge,post,usa,4289404,303500,69530,26484,high,25-34,Porur
Post_1493,2022-08-04,instagram,comedy,tweet,germany,4751448,53228,671,10009,high,18-24,Velachery
Post_1494,2023-08-18,youtube,gaming,tweet,usa,3416751,64162,48379,32333,high,13-17,OMR
Post_1495,2023-12-21,instagram,challenge,live stream,australia,4727831,399257,28383,10368,low,25-34,Porur
Post_1496,2022-03-03,twitter,fitness,post,brazil,3130764,471908,48103,21747,medium,35-50,Velachery
Post_1497,2022-05-31,instagram,challenge,post,germany,735519,381334,90166,35476,medium,25-34,T Nagar
Post_1498,2022-11-10,tiktok,dance,post,brazil,515113,69782,39001,16271,low,18-24,Adyar
Post_1499,2022-12-03,tiktok,music,shorts,germany,4632593,82688,35928,8999,medium,18-24,Porur
Post_1500,2023-05-16,youtube,education,shorts,usa,1763821,229796,94518,13069,medium,35-50,Tambaram
Post_1501,2023-09-20,youtube,tech,tweet,usa,2579953,129665,13366,22743,low,25-34,T Nagar
Post_1502,2023-12-15,instagram,comedy,video,canada,3239663,288436,94297,5399,high,18-24,OMR
Post_1503,2023-08-28,tiktok,education,live stream,brazil,2768113,444617,75286,49358,low,13-17,Adyar
Post_1504,2022-08-23,twitter,gaming,shorts,usa,829927,186967,80175,49580,high,25-34,Porur
Post_1505,2023-10-24,instagram,gaming,reel,usa,4631785,399114,43028,19189,high,18-24,T Nagar
Post_1506,2023-04-01,instagram,education,tweet,canada,3923269,38803,3269,25920,high,18-24,Adyar
Post_1507,2022-09-12,instagram,comedy,tweet,germany,1684045,237632,16203,33795,low,25-34,Porur
Post_1508,2022-05-28,tiktok,fitness,post,brazil,4473700,15777,85487,15204,high,18-24,Velachery
Post_1509,2022-02-06,youtube,fitness,live stream,uk,3822229,385332,48139,6985,low,25-34,Velachery
Post_1510,2023-03-20,twitter,fitness,tweet,australia,4253475,394052,7337,4553,high,35-50,T Nagar
Post_1511,2023-11-05,youtube,fashion,tweet,japan,2829354,130736,42112,46374,medium,35-50,Anna Nagar
Post_1512,2023-03-01,twitter,music,tweet,japan,4577129,120208,84673,8875,high,35-50,Anna Nagar
Post_1513,2023-11-04,youtube,comedy,video,uk,1194963,103244,46147,35429,high,50+,Nungambakkam
Post_1514,2023-10-26,instagram,gaming,post,canada,18259,325660,50504,27761,low,13-17,Anna Nagar
Post_1515,2022-03-24,twitter,education,post,brazil,4558750,161524,66774,20755,high,18-24,Velachery
Post_1516,2023-03-14,youtube,tech,live stream,usa,2624457,270811,8063,43610,medium,13-17,OMR
Post_1517,2023-11-30,youtube,gaming,video,uk,3810909,73215,60036,6135,high,25-34,T Nagar
Post_1518,2022-07-25,instagram,tech,shorts,brazil,2804201,214403,58405,45421,high,35-50,Velachery
Post_1519,2022-08-01,tiktok,dance,tweet,japan,296962,420882,50231,20919,low,18-24,OMR
Post_1520,2023-03-30,tiktok,challenge,reel,canada,3678271,388515,29923,39653,medium,35-50,Porur
Post_1521,2023-02-26,instagram,gaming,shorts,india,3433826,11737,47228,22379,medium,13-17,OMR
Post_1522,2023-11-05,instagram,challenge,live stream,usa,807398,175697,86610,31176,low,35-50,OMR
Post_1523,2023-08-16,tiktok,viral,tweet,uk,344152,155459,92731,12480,low,18-24,T Nagar
Post_1524,2022-03-06,twitter,fitness,post,brazil,1595568,145000,70495,40154,low,18-24,Nungambakkam
Post_1525,2022-11-22,youtube,fitness,reel,india,2632783,220230,80297,29046,medium,25-34,T Nagar
Post_1526,2023-06-13,tiktok,dance,post,germany,2252242,248785,7800,26183,low,18-24,Tambaram
Post_1527,2023-03-14,twitter,gaming,post,india,2532021,335223,14017,24606,low,18-24,Anna Nagar
Post_1528,2023-06-07,youtube,challenge,video,uk,4138006,417828,36755,20440,high,18-24,Nungambakkam
Post_1529,2022-12-18,instagram,tech,shorts,india,4854421,486650,86108,46638,medium,25-34,OMR
Post_1530,2022-12-12,twitter,viral,video,brazil,4066022,295418,61929,8393,low,25-34,Tambaram
Post_1531,2023-07-03,youtube,music,live stream,brazil,2007848,280952,42850,13703,high,18-24,Anna Nagar
Post_1532,2022-06-20,tiktok,fitness,live stream,brazil,4321729,395257,25222,9123,high,25-34,Velachery
Post_1533,2022-04-23,youtube,dance,live stream,usa,111610,3213,71922,12065,low,35-50,Adyar
Post_1534,2022-11-06,instagram,gaming,video,germany,2048086,191738,99853,42598,low,18-24,Tambaram
Post_1535,2023-06-18,twitter,fitness,post,japan,103478,456488,26980,47979,low,25-34,T Nagar
Post_1536,2022-02-24,twitter,music,post,usa,4894673,140903,8150,24491,medium,18-24,Nungambakkam
Post_1537,2023-02-19,instagram,gaming,reel,usa,991012,355863,94626,26180,high,18-24,Porur
Post_1538,2022-04-22,youtube,challenge,video,canada,20509,237516,66323,41897,medium,25-34,Anna Nagar
Post_1539,2023-04-18,youtube,tech,post,australia,1469953,306082,51502,1668,high,18-24,Tambaram
Post_1540,2022-02-08,instagram,fitness,reel,usa,1913736,54523,2152,11464,high,18-24,Adyar
Post_1541,2023-11-01,instagram,comedy,live stream,japan,4323,301571,81786,30318,low,25-34,Velachery
Post_1542,2023-01-12,youtube,fitness,reel,canada,2911881,44708,57294,21899,low,18-24,Anna Nagar
Post_1543,2023-04-03,youtube,comedy,reel,canada,2206955,316622,64570,9555,medium,25-34,Adyar
Post_1544,2022-12-16,youtube,challenge,live stream,australia,4574924,197709,97880,18735,medium,18-24,OMR
Post_1545,2022-09-25,youtube,gaming,shorts,usa,4910553,499704,34160,9319,low,50+,Velachery
Post_1546,2023-07-21,youtube,tech,reel,uk,3101726,490,80829,593,high,25-34,OMR
Post_1547,2023-02-17,instagram,comedy,shorts,usa,1664101,117775,50763,42936,high,25-34,OMR
Post_1548,2022-02-26,tiktok,education,tweet,brazil,2417241,419969,78050,42955,low,25-34,OMR
Post_1549,2022-01-07,tiktok,viral,post,japan,2758290,30695,65435,16736,low,13-17,T Nagar
Post_1550,2023-08-12,twitter,gaming,post,brazil,271748,215421,41229,16581,low,25-34,Porur
Post_1551,2023-08-28,youtube,viral,shorts,india,1151377,488602,78927,10780,high,50+,Velachery
Post_1552,2022-04-20,twitter,tech,video,germany,1188499,97329,81880,35799,low,25-34,Anna Nagar
Post_1553,2023-02-07,youtube,fitness,live stream,japan,1797416,432818,87238,33875,low,35-50,Anna Nagar
Post_1554,2022-10-01,youtube,gaming,video,india,4334449,298421,27429,47285,medium,35-50,Velachery
Post_1555,2022-09-15,youtube,viral,reel,brazil,4938299,139325,25425,21859,medium,18-24,Porur
Post_1556,2022-10-04,youtube,fashion,tweet,germany,4629556,8738,79929,19204,low,18-24,Velachery
Post_1557,2022-08-16,twitter,viral,post,japan,4774320,416290,52552,21456,high,25-34,OMR
Post_1558,2023-08-30,tiktok,gaming,video,japan,2497597,321619,36084,47880,low,18-24,T Nagar
Post_1559,2023-08-10,youtube,comedy,shorts,brazil,1882126,475800,43114,27910,low,35-50,Velachery
Post_1560,2023-02-16,youtube,comedy,reel,brazil,1194460,216370,38625,17650,medium,50+,Nungambakkam
Post_1561,2023-09-16,twitter,comedy,tweet,uk,1622856,192496,43325,17806,low,25-34,Tambaram
Post_1562,2022-09-30,twitter,gaming,tweet,india,1301521,96995,8034,37607,medium,18-24,Anna Nagar
Post_1563,2023-07-06,youtube,dance,reel,australia,4530295,353065,91917,19537,high,35-50,Adyar
Post_1564,2023-04-23,instagram,tech,reel,uk,3642505,472553,83616,25351,low,18-24,Anna Nagar
Post_1565,2022-08-06,youtube,dance,shorts,uk,110017,447835,93230,15675,high,35-50,Velachery
Post_1566,2022-03-08,youtube,education,reel,usa,558319,94611,39828,27525,low,25-34,Tambaram
Post_1567,2023-01-06,instagram,challenge,reel,australia,797275,354616,31544,29280,high,25-34,Tambaram
Post_1568,2022-01-13,instagram,tech,reel,canada,1146819,153532,13633,27160,medium,13-17,Anna Nagar
Post_1569,2022-08-07,tiktok,gaming,reel,canada,3317315,70605,61789,43169,low,25-34,Porur
Post_1570,2023-12-08,tiktok,dance,live stream,australia,243941,453454,4373,23761,medium,18-24,Adyar
Post_1571,2022-02-19,youtube,tech,post,canada,2514764,100963,79384,29464,medium,25-34,Velachery
Post_1572,2022-05-06,instagram,fitness,reel,india,4956932,128560,68871,43838,medium,18-24,Adyar
Post_1573,2022-04-15,twitter,tech,tweet,india,2131247,184490,46526,35734,high,35-50,Adyar
Post_1574,2023-02-08,instagram,viral,video,uk,1131722,340105,73373,11857,medium,35-50,Adyar
Post_1575,2022-06-01,youtube,tech,reel,usa,2833025,156803,67252,2601,low,18-24,Velachery
Post_1576,2022-09-25,tiktok,fashion,video,australia,3587576,363800,86707,9705,high,13-17,Adyar
Post_1577,2022-10-09,twitter,gaming,post,usa,1942883,174956,57853,15443,low,13-17,T Nagar
Post_1578,2023-12-30,twitter,dance,post,india,295323,249791,34311,31083,high,25-34,Tambaram
